"","A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5"
"64918",1,5,5,6,5,4,5,2,3,4,5,4,2,3,3,2,4,4,3,4,4,2,2,5,4
"64919",1,5,3,4,4,6,6,6,1,6,1,6,3,1,4,6,6,6,6,6,6,3,5,6,4
"64920",3,4,5,6,3,6,6,5,1,2,3,1,5,5,5,2,2,2,1,1,6,2,5,2,1
"64921",3,6,6,3,6,2,3,3,4,4,2,2,5,4,5,4,5,5,2,2,4,4,5,5,2
"64926",4,5,2,1,4,5,2,2,3,6,2,3,4,5,5,4,5,2,4,6,5,1,5,2,2
"64931",5,6,5,3,6,5,6,4,2,4,2,4,4,4,6,1,2,1,3,4,5,5,3,4,4
"64936",1,6,5,6,6,6,5,5,2,5,4,2,5,6,5,4,5,4,4,6,6,3,6,6,2
"64937",4,4,5,2,5,5,6,4,3,2,3,2,5,5,5,2,4,4,3,2,5,3,4,4,3
"64938",1,6,6,6,6,5,5,5,1,4,2,1,5,6,5,2,4,1,1,1,5,5,6,6,2
"64939",4,5,6,5,6,3,2,2,3,6,6,4,4,5,4,5,4,5,5,2,4,6,1,6,6
"64940",4,3,3,2,2,4,3,5,2,2,5,5,2,3,3,2,5,6,3,5,2,4,2,3,5
"64944",6,4,5,6,5,4,6,6,5,4,1,2,1,5,4,5,6,5,2,4,6,5,5,5,3
"64946",6,NA,6,4,5,6,4,5,6,3,4,4,6,6,3,6,4,6,2,5,4,4,3,6,5
"64949",1,5,5,4,6,6,6,5,2,1,4,1,5,5,5,1,1,3,3,3,6,1,6,5,2
"64950",3,3,3,4,4,4,3,3,4,5,2,3,4,4,4,3,4,2,4,2,4,3,6,6,2
"64952",1,6,4,3,5,4,5,4,2,5,2,2,4,5,4,2,3,4,2,2,4,1,5,4,2
"64953",5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5
"64954",1,6,6,3,6,6,5,5,2,5,2,2,5,5,5,5,6,5,5,5,4,2,4,6,1
"64958",5,6,6,1,6,5,6,5,NA,6,1,5,5,5,5,2,3,6,6,4,6,2,5,6,2
"64960",1,6,6,6,6,5,5,3,5,5,5,2,4,5,6,2,2,5,2,1,5,3,5,6,2
"64961",1,4,3,3,4,5,4,5,2,4,2,4,4,2,3,2,2,2,4,1,6,2,6,6,1
"64962",1,6,6,1,1,5,6,6,4,6,1,6,6,1,6,6,6,6,6,6,6,6,4,6,1
"64963",3,4,4,4,4,6,5,4,1,1,3,4,5,5,5,1,1,1,1,1,5,2,5,4,2
"64967",1,6,6,6,6,5,6,2,5,2,5,2,5,6,6,2,5,4,4,4,5,2,6,6,2
"64968",6,5,5,6,6,5,6,6,5,6,3,6,5,6,6,5,6,4,5,5,5,6,5,6,2
"64969",6,5,5,6,6,5,6,6,5,1,3,6,5,6,6,5,1,4,5,5,5,1,5,6,2
"64970",6,2,5,6,6,5,6,3,5,1,3,6,5,6,2,5,1,4,5,5,5,1,5,6,2
"64971",6,2,5,6,6,5,6,6,1,1,3,6,5,6,2,1,1,4,2,5,5,1,5,6,2
"64975",6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,5,5,1,5,6,2
"64978",6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,3,5,1,3,6,2
"64979",6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,4,2,6,5,1,6,6,2
"64980",6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,1,2,6,5,1,6,1,2
"64981",6,2,5,6,6,5,4,6,1,1,3,6,5,6,2,1,1,6,2,6,5,1,6,6,2
"64982",6,2,5,6,6,5,4,6,1,1,3,1,5,6,2,1,1,6,2,6,5,1,6,6,2
"64984",3,4,4,1,4,5,4,5,4,3,4,3,3,3,5,1,2,2,2,3,4,3,2,2,5
"64987",1,5,1,6,2,5,5,5,3,5,4,6,1,3,4,5,5,6,5,5,4,3,5,5,5
"64990",2,5,5,5,2,5,6,5,4,4,1,6,5,5,6,6,6,6,6,6,4,4,6,2,6
"64991",2,5,5,6,5,5,6,6,4,2,1,3,3,5,6,5,4,5,3,6,6,4,NA,6,2
"64992",2,5,4,4,4,4,4,5,3,3,4,4,4,4,2,3,3,4,2,4,4,4,4,4,3
"64993",4,5,4,4,3,4,3,3,2,4,2,4,4,2,5,5,5,5,6,2,4,2,5,5,4
"64996",1,1,4,6,6,6,6,4,1,1,5,2,NA,6,5,1,2,4,1,1,4,1,4,1,3
"64997",3,6,5,6,6,6,5,5,1,2,3,2,5,5,6,1,2,1,1,2,6,3,4,4,2
"65017",4,5,4,4,4,5,5,4,2,3,2,4,4,5,5,2,2,5,4,3,4,5,4,5,2
"65018",1,6,6,4,5,3,2,5,4,2,1,2,5,3,6,1,1,2,NA,2,5,2,6,6,1
"65020",5,5,NA,5,4,5,5,5,2,5,5,4,1,4,6,2,4,2,2,2,3,4,4,4,2
"65022",4,4,4,4,3,4,4,4,3,2,3,4,1,2,5,2,2,2,2,2,4,3,5,6,4
"65025",2,5,5,6,5,5,5,5,1,1,3,2,5,5,6,1,1,1,2,2,6,4,4,4,5
"65026",5,4,3,4,3,4,2,2,3,2,6,4,4,4,2,2,4,1,4,2,6,1,4,6,1
"65027",4,4,4,5,5,4,4,4,2,5,2,2,5,4,5,2,1,2,2,2,3,3,3,2,2
"65028",4,1,5,2,5,6,5,2,2,3,6,4,5,3,3,4,5,4,5,2,6,1,6,6,2
"65033",3,5,3,6,4,4,3,2,2,5,2,4,3,3,2,1,1,5,4,2,4,3,2,3,3
"65041",3,5,1,4,4,4,4,4,2,2,3,4,4,4,3,2,4,5,3,5,3,2,4,4,4
"65042",2,4,6,5,5,5,5,5,5,1,2,2,6,5,6,3,2,3,2,2,6,2,5,5,2
"65044",2,4,4,6,4,5,6,1,4,6,4,4,1,4,4,6,6,5,5,3,2,5,6,6,4
"65047",3,2,2,2,4,5,5,5,3,2,2,2,5,5,5,2,3,2,3,1,6,2,5,6,2
"65049",5,3,1,1,3,5,2,5,3,5,3,5,4,3,4,4,5,2,3,4,3,3,3,6,3
"65050",1,6,4,6,4,6,6,5,2,1,1,4,5,5,5,4,4,4,4,5,6,1,6,6,3
"65052",1,5,5,6,3,5,4,2,2,NA,1,4,4,5,4,3,5,3,2,2,4,1,6,6,1
"65054",2,5,4,6,4,5,3,4,3,3,3,3,4,5,4,2,2,2,4,3,3,3,4,5,4
"65056",2,6,5,6,5,5,5,5,5,4,3,2,2,4,5,4,3,5,6,2,6,1,6,6,1
"65058",3,4,3,1,3,4,3,4,3,4,1,3,4,1,5,4,4,3,4,4,6,1,6,6,1
"65059",5,4,5,4,4,4,4,5,2,3,4,3,3,4,4,2,2,1,3,1,5,2,5,6,2
"65060",2,5,6,6,6,5,5,5,5,1,3,NA,6,4,6,2,2,1,1,3,6,4,6,6,3
"65061",4,4,5,6,2,5,5,5,2,5,4,4,5,6,5,5,6,5,5,1,5,1,6,6,2
"65070",2,5,6,5,5,4,4,6,2,4,3,6,3,2,5,5,6,3,4,2,4,1,5,6,2
"65071",1,5,5,5,NA,1,6,6,4,5,4,6,1,5,4,4,6,6,6,5,5,6,6,6,5
"65075",1,6,6,6,6,6,6,6,1,1,5,1,5,5,6,1,1,5,6,1,5,1,5,5,4
"65078",3,6,NA,6,4,6,5,6,1,6,4,3,4,NA,6,4,3,4,5,4,6,4,4,6,2
"65079",2,6,5,6,5,6,6,6,1,1,5,1,5,6,6,1,1,1,6,1,5,1,5,5,1
"65080",3,4,2,4,1,6,6,5,1,1,6,6,1,2,5,2,4,2,2,5,4,2,2,6,1
"65081",1,5,5,5,5,4,4,4,3,6,2,3,4,4,5,1,1,5,4,3,5,2,6,6,1
"65082",4,4,5,5,6,5,5,4,2,3,4,5,5,3,4,1,2,3,3,2,6,2,4,5,3
"65083",1,5,4,5,4,6,5,6,2,4,5,5,2,5,5,3,3,2,2,1,4,4,4,6,2
"65084",1,4,4,3,6,5,4,4,4,4,3,6,2,5,5,3,5,2,2,3,2,4,5,6,1
"65086",2,4,4,2,6,3,3,5,5,5,3,1,4,5,3,4,6,6,6,2,6,3,5,6,3
"65087",2,5,2,1,2,6,6,3,1,1,1,2,5,5,6,1,1,2,1,1,6,1,6,6,1
"65088",2,5,4,5,5,5,5,5,1,2,3,2,5,5,5,2,2,2,2,4,5,3,5,5,1
"65091",2,4,4,3,4,5,4,3,3,4,3,4,5,4,3,3,4,4,3,4,6,4,6,NA,3
"65092",2,4,4,4,5,5,4,4,2,5,4,4,3,3,5,4,3,2,3,2,5,2,4,5,2
"65096",3,6,5,6,5,4,4,4,2,2,1,2,5,6,5,1,1,2,1,4,5,1,5,5,5
"65097",1,6,6,6,6,5,4,4,3,4,1,1,6,6,4,1,1,1,1,3,6,4,6,6,6
"65099",2,4,4,5,3,4,4,2,5,5,3,3,3,5,4,4,4,4,4,4,3,3,3,5,3
"65100",2,4,3,3,3,4,3,4,2,5,5,4,3,2,3,1,2,1,3,1,3,2,3,5,3
"65101",4,3,5,3,4,4,3,3,3,3,3,4,4,5,3,4,4,5,1,5,2,4,3,5,4
"65105",3,3,4,3,5,6,4,4,5,6,2,5,4,5,4,4,4,4,4,4,4,4,5,6,4
"65108",1,5,5,6,5,5,5,6,4,2,1,1,4,6,5,1,2,2,2,4,5,1,6,6,2
"65109",2,3,4,5,5,4,4,2,4,2,2,3,4,5,4,3,3,2,2,2,6,1,5,5,3
"65111",1,5,NA,5,5,6,5,5,2,4,4,3,2,2,5,4,5,5,5,2,3,2,5,6,1
"65114",1,6,2,5,2,5,4,1,4,6,5,6,1,2,1,4,5,5,6,2,2,4,5,6,2
"65117",1,2,3,4,2,5,4,4,4,4,4,5,3,2,4,2,2,2,2,2,4,3,5,6,4
"65121",2,4,6,5,1,NA,6,5,5,4,3,2,5,5,5,3,3,3,NA,4,6,3,6,4,2
"65122",5,4,1,4,3,6,3,4,5,5,1,2,2,5,5,1,3,1,1,3,6,1,6,6,3
"65124",2,6,6,4,5,6,6,6,2,1,1,2,4,5,5,2,3,4,1,2,5,2,5,6,1
"65126",5,5,5,6,6,6,6,5,2,1,2,1,6,6,6,1,2,3,3,2,6,2,6,5,3
"65129",6,2,6,6,6,5,5,6,6,5,4,4,6,5,4,1,2,1,2,4,6,4,4,4,4
"65130",2,6,6,6,6,4,3,NA,6,6,1,5,5,6,3,1,4,2,4,1,3,6,5,5,6
"65140",2,4,5,6,5,5,5,5,1,2,1,2,4,6,5,1,2,2,2,3,5,3,4,5,3
"65142",3,5,4,5,3,3,2,2,5,6,5,6,2,3,2,3,3,4,5,5,4,2,5,6,2
"65144",1,6,6,6,5,6,5,5,2,6,1,1,2,5,5,3,4,5,2,6,5,3,2,5,2
"65147",1,5,5,6,4,6,5,5,1,3,3,4,3,3,6,4,5,4,3,2,4,2,4,5,2
"65150",1,6,6,6,6,6,6,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,6,6,1
"65151",2,6,6,6,6,3,2,2,4,6,4,4,6,5,5,1,1,1,3,1,6,2,5,6,6
"65152",2,4,5,6,6,5,3,5,2,2,2,4,4,3,6,2,3,2,3,1,4,2,4,5,NA
"65156",1,6,6,5,5,5,3,5,2,2,2,2,5,6,6,1,5,1,3,1,6,2,5,5,1
"65157",1,6,5,4,5,2,2,3,5,4,1,1,4,6,3,6,6,5,2,5,4,2,4,4,5
"65162",4,4,3,4,2,5,5,5,2,3,5,3,3,3,5,2,3,4,4,2,5,3,3,4,3
"65163",3,4,3,2,2,5,5,5,2,5,6,6,2,1,5,5,5,2,6,4,6,1,5,6,1
"65164",3,5,3,5,3,4,2,4,5,2,2,3,4,4,6,5,5,5,5,5,4,1,4,2,2
"65166",2,5,6,5,6,5,4,3,3,4,1,1,5,6,4,2,4,2,3,2,4,4,5,5,2
"65168",3,3,NA,NA,5,1,NA,NA,NA,1,NA,1,NA,5,2,NA,5,5,NA,NA,NA,1,NA,1,NA
"65169",1,5,5,4,5,4,5,4,2,2,3,1,5,5,5,2,2,1,5,2,4,1,5,6,2
"65170",3,3,5,5,5,1,6,6,2,1,1,1,1,5,2,5,5,5,4,3,5,1,1,1,1
"65172",3,5,5,4,4,4,3,4,3,3,3,2,3,5,3,2,4,3,3,3,4,4,4,5,4
"65173",4,4,4,5,5,4,3,2,5,5,4,3,4,4,4,3,3,5,4,5,4,4,5,3,3
"65174",1,6,6,6,6,5,4,6,2,4,5,1,6,5,6,2,3,3,4,4,5,1,5,4,1
"65175",1,4,5,6,5,3,4,2,2,2,5,4,5,4,4,1,3,2,2,5,6,2,4,5,2
"65179",3,NA,1,4,5,3,2,3,3,3,5,3,4,2,3,2,2,1,1,3,3,1,2,2,4
"65180",1,5,6,6,6,6,6,3,1,1,3,1,6,6,6,3,5,5,3,1,5,2,6,6,1
"65185",1,5,6,5,4,5,5,5,1,1,4,2,4,3,5,1,1,1,1,2,4,2,2,2,4
"65186",3,6,6,5,6,4,4,3,4,1,3,5,4,5,6,2,5,4,1,2,6,3,5,4,1
"65188",1,6,6,1,6,5,4,5,4,5,3,6,5,6,5,4,6,3,5,5,4,3,5,6,2
"65190",4,3,4,4,1,6,4,5,5,5,6,6,4,5,5,1,3,1,4,1,6,1,6,6,1
"65191",4,6,6,6,2,5,6,6,1,1,4,3,6,4,6,2,1,5,5,1,6,1,6,6,1
"65193",2,4,5,4,1,4,4,4,5,4,1,2,4,6,5,4,5,5,3,3,2,2,4,5,4
"65195",2,5,5,6,5,4,5,4,3,4,2,2,4,5,4,5,5,4,4,3,5,2,5,4,3
"65196",2,5,3,4,3,5,3,2,4,4,1,2,4,5,5,2,2,2,5,4,5,3,4,2,3
"65197",1,5,5,6,5,4,5,4,4,5,3,2,4,5,5,4,5,4,5,4,5,2,6,6,1
"65199",1,6,6,6,6,5,5,4,2,2,2,1,3,6,5,2,1,1,1,1,5,2,4,5,3
"65201",3,5,4,3,4,4,5,5,4,2,2,3,NA,5,4,4,2,2,5,4,4,3,4,3,3
"65202",2,5,4,5,5,5,5,2,3,2,1,3,4,6,5,4,5,5,3,3,2,3,3,4,2
"65204",4,3,6,6,6,5,5,5,3,4,6,1,6,6,6,5,3,5,4,2,5,6,5,6,4
"65206",3,3,4,5,6,5,5,2,3,3,1,1,5,6,6,2,2,1,1,1,6,3,5,4,2
"65207",1,5,5,4,6,5,3,5,4,4,5,5,5,5,5,2,3,3,3,1,5,4,5,4,2
"65212",2,3,4,5,2,6,5,5,1,4,3,2,5,5,6,3,3,2,2,2,5,1,5,2,3
"65213",2,2,6,2,6,4,4,5,2,6,4,5,5,6,5,6,6,5,4,6,5,4,5,4,6
"65215",1,6,6,6,6,5,5,4,5,4,2,1,5,6,5,1,2,6,5,5,6,1,6,6,1
"65220",3,5,4,5,5,4,2,5,4,5,1,5,5,4,6,5,6,6,4,4,6,3,5,6,2
"65223",3,5,1,3,4,5,5,3,4,5,5,6,3,4,3,5,6,5,4,4,5,1,6,6,1
"65224",4,4,4,2,4,6,6,6,2,2,5,5,3,5,6,3,5,2,2,4,4,3,3,3,3
"65229",2,6,6,6,6,4,5,5,1,2,2,3,5,4,5,4,5,5,3,4,5,3,5,5,1
"65230",5,4,5,2,5,5,5,5,2,1,1,2,4,5,5,4,4,5,2,2,5,3,5,6,4
"65232",4,4,5,1,5,4,3,3,5,5,1,1,6,6,6,3,2,3,1,3,6,1,5,5,1
"65235",4,6,5,6,6,4,3,4,3,4,3,6,1,4,5,4,6,6,6,4,5,6,4,6,3
"65236",2,5,5,4,5,4,3,3,2,2,4,4,5,5,4,3,3,2,5,2,6,6,5,2,2
"65237",3,4,4,4,4,4,4,5,2,3,3,4,NA,4,4,4,3,1,3,2,4,4,3,3,3
"65238",1,6,5,5,6,6,6,6,1,1,2,1,5,2,6,1,1,2,2,1,4,1,6,2,1
"65240",2,6,6,6,1,5,5,2,2,6,5,6,5,1,6,4,5,5,6,6,4,1,5,6,1
"65241",1,6,6,6,6,5,5,5,1,2,1,1,6,6,6,4,2,2,1,2,5,5,4,4,2
"65245",2,5,2,6,NA,1,6,1,1,5,3,5,2,5,4,1,3,1,4,1,6,3,4,6,1
"65247",3,5,4,6,4,5,2,3,4,5,3,4,4,4,4,6,6,6,5,5,4,5,4,2,2
"65249",1,4,2,6,5,5,5,3,2,5,3,6,5,4,5,1,4,2,2,2,5,4,5,5,2
"65252",5,5,2,5,2,5,4,4,2,4,5,3,4,4,2,2,2,2,4,2,5,2,5,4,2
"65254",3,3,5,1,5,5,5,4,1,4,2,1,5,4,5,2,5,4,4,1,5,2,5,4,1
"65255",5,6,5,6,4,6,5,4,1,1,3,2,NA,5,4,1,1,2,2,1,6,1,6,6,1
"65256",3,3,1,1,3,5,5,4,2,5,3,6,4,2,6,3,3,3,3,4,2,2,5,4,2
"65257",2,5,5,5,4,4,4,6,1,5,4,3,1,4,5,4,5,4,5,5,4,2,5,5,2
"65258",1,6,6,6,6,6,6,6,1,1,1,3,6,6,6,6,5,6,6,1,6,4,5,6,1
"65260",4,5,5,5,6,5,4,4,2,2,2,2,4,6,5,1,4,2,2,1,4,2,5,2,2
"65262",1,5,5,5,6,5,5,3,3,4,2,1,5,5,5,5,6,5,3,3,4,5,5,5,3
"65266",1,5,6,6,6,5,6,6,2,1,4,2,6,5,5,1,1,1,2,1,5,2,6,2,3
"65267",2,5,5,6,5,5,5,6,2,2,2,2,2,5,5,2,1,1,2,2,5,2,2,5,2
"65268",1,5,4,5,4,5,6,6,3,6,2,5,4,5,3,2,3,5,5,6,6,2,5,6,1
"65271",1,5,2,5,3,3,2,4,2,5,3,2,4,4,5,3,3,5,4,5,5,3,5,6,5
"65273",3,6,3,4,3,5,2,4,5,2,5,5,2,3,3,5,4,4,3,6,4,5,4,5,6
"65274",1,4,5,4,5,5,6,3,1,3,3,1,6,6,6,3,2,2,2,4,5,4,5,2,2
"65275",2,5,5,6,2,6,5,4,4,6,2,2,2,3,2,2,1,3,2,4,3,2,2,4,3
"65278",2,6,4,4,3,5,4,5,3,4,1,4,2,4,5,2,5,4,4,2,5,1,5,6,2
"65279",2,5,5,5,5,5,2,2,3,2,3,4,4,5,5,3,3,4,4,4,4,3,3,4,5
"65281",3,5,2,2,5,2,3,5,1,2,2,2,3,2,4,2,2,5,2,2,4,2,1,2,3
"65282",2,2,2,5,5,6,6,5,1,4,2,3,3,2,4,4,4,2,1,3,6,2,4,1,1
"65285",4,4,3,2,5,5,4,4,2,5,5,4,4,3,2,2,4,5,4,5,4,2,5,6,1
"65286",NA,6,5,6,6,6,5,5,1,2,2,2,4,5,6,2,1,2,3,2,5,1,6,6,1
"65288",4,6,4,6,3,5,2,3,5,4,1,1,4,4,5,4,4,4,4,5,6,2,4,5,1
"65289",1,6,6,4,6,2,4,4,1,2,2,1,6,6,4,1,1,1,1,1,3,1,2,1,NA
"65291",1,5,4,4,5,6,2,3,3,4,3,4,4,3,5,2,2,4,4,2,4,2,4,5,6
"65295",2,5,4,5,5,4,3,4,4,3,3,4,1,2,5,4,4,4,4,4,4,2,4,6,3
"65296",2,5,5,6,5,5,5,5,4,4,6,5,5,5,4,1,4,1,4,1,2,4,5,3,5
"65297",2,4,3,6,4,4,2,2,1,5,1,1,3,6,2,3,4,4,4,3,4,1,2,2,2
"65299",1,6,6,5,5,4,2,4,3,5,5,1,5,4,4,3,4,2,2,2,6,1,4,4,2
"65300",1,6,6,6,6,6,6,6,1,1,1,2,4,6,5,1,3,3,1,1,6,1,6,5,1
"65301",5,4,4,4,3,4,2,2,4,4,2,2,5,4,4,2,2,1,3,1,5,1,6,4,2
"65307",4,5,4,5,5,5,5,6,4,4,4,6,4,2,3,1,1,1,1,2,6,2,5,6,2
"65309",5,2,1,2,5,2,4,3,4,5,2,5,2,3,5,4,5,5,5,6,3,1,6,6,1
"65311",1,6,6,6,6,6,1,6,1,1,1,1,6,6,6,1,1,1,1,1,6,1,1,6,6
"65313",1,4,4,6,4,6,6,5,1,5,5,5,4,3,6,5,5,4,5,6,4,1,3,6,2
"65314",2,6,4,5,5,5,6,5,1,4,2,5,5,4,6,6,6,5,NA,6,4,3,6,5,1
"65316",3,3,4,2,4,5,4,5,3,5,6,5,3,3,4,3,4,4,4,6,3,5,4,5,4
"65319",2,4,4,5,4,2,2,4,4,5,4,3,4,5,4,1,3,2,2,1,5,1,4,6,1
"65320",2,6,4,6,5,2,5,2,4,5,3,2,4,5,5,5,4,5,4,6,5,4,3,3,5
"65322",2,2,4,5,2,6,6,5,2,3,6,5,6,1,2,5,5,4,5,4,6,1,6,6,1
"65326",2,5,5,2,5,3,2,4,3,4,2,2,4,5,5,3,4,3,3,2,5,3,4,5,3
"65327",2,5,5,5,5,6,5,4,3,4,2,4,4,5,3,4,4,4,4,4,4,4,4,5,3
"65332",1,6,5,6,5,3,4,5,5,5,3,5,4,5,5,2,4,3,3,2,5,3,4,2,3
"65335",1,6,6,6,5,6,5,5,1,3,3,2,3,6,4,4,4,4,2,3,4,1,5,5,2
"65342",2,5,5,2,5,3,2,5,3,4,2,2,4,5,5,2,4,1,2,2,4,2,4,5,2
"65343",2,5,5,2,5,3,3,5,3,4,2,2,5,5,5,2,4,1,2,2,4,2,4,5,2
"65344",2,6,5,3,5,3,3,4,2,4,2,1,5,5,5,2,4,1,2,2,5,2,4,6,2
"65346",2,5,5,2,5,3,3,4,2,4,2,1,5,5,5,2,4,2,2,2,5,2,4,6,2
"65347",3,4,4,5,5,5,4,2,2,5,2,4,2,4,4,4,4,4,5,3,4,4,5,4,3
"65348",1,4,4,4,4,5,3,4,3,2,3,1,3,5,5,2,3,4,2,3,5,2,4,4,2
"65349",3,5,6,5,5,5,6,3,2,5,1,4,6,4,6,4,4,5,6,2,5,1,6,6,1
"65352",5,5,2,5,3,6,6,5,1,1,3,4,3,3,5,4,5,2,4,1,3,2,4,6,2
"65353",1,5,5,6,6,5,2,2,2,3,2,2,5,6,5,2,3,2,2,1,5,5,5,3,5
"65356",1,6,5,5,5,5,2,5,1,4,2,1,3,5,4,2,4,4,2,4,5,2,5,6,2
"65359",3,3,4,3,4,5,5,3,3,5,3,5,3,3,2,5,5,6,4,4,5,2,6,5,1
"65361",1,6,3,5,4,5,2,4,3,5,6,3,2,3,1,1,2,1,2,3,5,2,3,5,2
"65362",4,2,4,5,4,4,4,5,NA,1,5,4,1,3,2,NA,2,1,3,4,5,1,4,2,NA
"65363",1,6,5,4,6,5,4,4,5,6,4,4,4,3,5,2,5,1,2,4,6,6,5,4,2
"65370",2,5,6,6,6,6,5,4,5,5,1,2,3,6,3,4,1,6,6,2,5,1,4,2,5
"65372",1,6,6,4,6,6,6,5,1,5,1,4,6,4,5,5,5,6,4,5,6,1,6,6,1
"65374",1,6,6,6,5,5,4,5,1,1,4,4,4,5,4,4,4,4,4,2,5,1,4,5,2
"65377",1,6,6,6,5,6,6,6,2,1,4,4,4,5,5,1,4,1,1,1,6,2,5,6,1
"65378",5,4,2,5,3,5,6,6,1,2,3,2,4,5,4,2,5,2,3,1,6,1,5,4,1
"65381",5,2,1,2,2,4,6,6,1,5,1,6,2,5,2,6,6,6,6,6,6,3,5,6,1
"65382",5,6,6,6,6,6,6,6,1,3,4,3,5,6,5,1,5,4,4,3,5,2,5,6,1
"65385",1,6,4,5,6,2,3,3,4,6,2,4,4,6,2,1,1,1,1,4,3,2,5,6,2
"65386",2,5,4,6,4,2,1,2,4,5,4,4,4,4,3,2,3,2,3,2,3,3,4,3,2
"65387",3,5,6,6,5,3,6,6,1,1,1,1,6,5,3,1,1,2,2,1,6,1,6,2,1
"65388",1,6,6,5,6,6,6,6,1,1,6,4,5,5,6,6,6,5,6,5,3,4,6,6,1
"65391",1,6,6,6,6,5,5,5,1,1,3,2,5,5,4,1,1,2,2,1,5,1,5,5,1
"65392",4,3,3,5,1,3,5,2,5,5,1,1,4,2,2,6,6,6,6,6,2,5,4,6,5
"65395",2,5,5,5,6,4,5,5,4,4,4,2,5,5,4,4,4,5,4,4,4,3,4,5,3
"65401",2,4,5,6,5,3,2,5,3,5,4,1,5,3,1,2,5,6,4,2,2,3,5,2,2
"65402",1,6,6,4,6,4,4,1,5,5,4,5,5,2,2,5,5,5,6,2,5,1,6,6,2
"65403",1,6,6,6,6,6,6,4,1,3,6,4,5,5,6,6,6,3,1,4,3,5,6,4,4
"65404",4,5,4,6,5,4,3,1,4,6,3,1,NA,6,6,4,6,5,6,6,6,6,3,6,5
"65405",1,5,6,4,6,2,5,5,6,5,2,1,6,5,6,4,5,3,4,4,5,5,6,2,4
"65407",1,5,6,6,1,1,6,5,1,1,1,1,5,6,1,5,2,1,5,5,6,4,5,1,2
"65408",3,4,3,5,4,5,5,4,3,2,6,6,2,2,3,4,4,2,3,2,6,1,5,6,1
"65411",3,6,6,5,5,4,3,4,4,5,2,2,5,6,6,3,5,4,4,5,6,4,4,5,3
"65412",6,4,1,5,4,5,4,5,5,6,6,6,4,4,5,1,1,1,1,1,6,5,1,5,5
"65413",2,4,4,5,5,5,6,5,1,3,2,3,4,5,4,3,5,5,3,6,4,3,4,5,2
"65415",1,5,4,6,4,3,6,5,2,3,5,4,4,5,4,1,1,2,3,4,5,5,5,2,5
"65417",1,5,5,6,5,5,4,4,2,5,1,5,5,6,2,1,1,1,2,6,4,2,5,5,6
"65419",4,3,5,6,4,4,5,5,1,3,5,3,3,5,3,1,4,3,4,2,4,4,5,3,2
"65420",1,6,6,6,3,1,6,5,1,1,2,NA,6,5,5,2,2,1,1,2,5,1,5,5,1
"65421",6,6,4,4,4,4,5,5,2,5,5,1,2,6,5,5,4,6,4,5,5,4,4,4,3
"65424",1,5,6,5,5,4,NA,5,4,5,4,4,4,4,3,2,4,3,3,2,4,2,6,6,1
"65426",2,6,5,5,3,5,5,6,2,2,5,6,4,2,4,5,5,6,5,6,5,1,5,6,2
"65428",1,6,6,4,6,4,5,5,2,2,1,1,4,6,5,2,2,2,4,2,5,4,5,5,2
"65430",2,5,5,1,4,4,2,5,4,6,4,4,5,1,1,2,4,2,5,4,5,1,5,5,5
"65432",5,4,5,6,2,6,4,3,6,4,3,4,5,5,6,5,6,6,3,3,5,2,4,6,2
"65433",4,4,4,5,4,3,5,6,3,2,6,4,4,4,4,4,5,5,6,1,5,3,4,6,1
"65434",2,6,6,6,5,5,5,5,2,2,1,2,5,6,5,2,2,1,1,2,5,3,5,5,2
"65435",5,4,5,4,5,4,5,6,3,3,3,2,6,2,6,6,6,6,6,6,6,4,5,6,1
"65437",6,6,6,5,5,6,5,6,1,2,1,2,5,6,6,1,1,1,1,1,6,1,5,1,1
"65439",3,1,1,2,1,6,4,2,6,5,6,5,4,6,5,1,4,6,6,6,6,5,1,6,1
"65440",2,6,6,2,4,5,4,4,4,6,3,2,4,5,4,4,4,3,5,2,6,1,4,6,1
"65442",1,5,6,5,5,5,5,5,1,1,4,4,4,2,5,3,3,5,5,1,6,1,6,6,1
"65445",1,6,6,6,4,1,5,6,1,1,1,1,5,2,6,3,4,4,1,1,5,4,4,2,3
"65446",2,5,4,3,3,4,4,4,4,6,6,5,3,6,5,4,4,4,5,5,5,3,4,5,5
"65448",1,6,6,6,6,5,3,1,6,2,4,2,6,3,6,6,6,6,6,6,6,1,6,6,1
"65450",4,5,5,4,5,5,5,4,3,4,5,3,5,5,6,2,2,2,3,1,5,2,5,6,2
"65452",3,4,3,1,3,6,4,4,4,5,2,4,2,2,5,3,4,5,3,2,4,1,5,5,3
"65453",1,5,6,4,6,6,6,3,2,2,4,2,5,5,6,1,5,6,4,6,4,2,6,6,1
"65455",3,5,5,3,5,5,6,3,1,2,6,4,4,5,5,4,4,5,4,4,4,1,5,5,2
"65457",1,6,5,4,4,4,5,2,3,5,1,3,3,4,5,2,3,5,6,2,5,1,5,5,2
